player_id,player_name,fair_k,fair_k_line,book_line,batters_faced,lineup_source,game_status,k_sigma,run_mode,model_p_over,model_p_under,implied_p_over,implied_p_under,no_vig_p_over,no_vig_p_under,edge_over,edge_under,ev_over,ev_under,over_odds,under_odds,pick,pass_reason
669461,"Liberatore, Matthew",3.858,4.0,3.5,18,default,Preview,2.923,early,0.5487,0.4513,0.4545,0.6154,0.4248,0.5752,0.1239,-0.1239,0.2072,-0.2667,120,-160,OVER,
681347,"Burrows, Mike",4.501,4.5,3.5,20,default,Preview,2.68,early,0.6456,0.3544,0.6,0.4651,0.5633,0.4367,0.0823,-0.0823,0.076,-0.2381,-150,115,PASS,below_min_ev(8%)
571945,"Mikolas, Miles",3.408,3.5,3.5,18,default,Preview,2.739,early,0.4866,0.5134,0.4545,0.6154,0.4248,0.5752,0.0618,-0.0618,0.0705,-0.1657,120,-160,PASS,below_min_ev(7%)
702070,"Cameron, Noah",4.186,4.0,4.5,19,default,Preview,2.881,early,0.4566,0.5434,0.4651,0.6,0.4367,0.5633,0.0199,-0.0199,-0.0183,-0.0943,115,-150,PASS,below_min_edge
695076,"Lowder, Rhett",3.859,4.0,4.5,18,default,Preview,3.016,early,0.4158,0.5842,0.4348,0.6296,0.4085,0.5915,0.0074,-0.0074,-0.0436,-0.0722,130,-170,PASS,below_min_edge
643377,"Jax, Griffin",4.701,4.5,4.5,18,default,Preview,2.722,early,0.5294,0.4706,0.5652,0.5,0.5306,0.4694,-0.0012,0.0012,-0.0633,-0.0589,-130,100,PASS,below_min_edge
691587,"Pérez, Eury",4.523,4.5,4.5,18,lineup,Live,2.573,early,0.5036,0.4964,0.5556,0.5122,0.5203,0.4797,-0.0167,0.0167,-0.0936,-0.0308,-125,-105,PASS,below_min_edge
607536,"Freeland, Kyle",3.761,4.0,4.5,20,lineup,Preview,2.462,early,0.382,0.618,0.4348,0.6296,0.4085,0.5915,-0.0265,0.0265,-0.1214,-0.0185,130,-170,PASS,below_min_edge
641816,"Mahle, Tyler",4.1,4.0,4.5,19,default,Preview,2.767,early,0.4425,0.5575,0.5,0.5652,0.4694,0.5306,-0.0269,0.0269,-0.115,-0.0137,100,-130,PASS,below_min_edge
527048,"Pérez, Martín",3.854,4.0,4.5,18,default,Preview,2.831,early,0.4097,0.5903,0.4762,0.5918,0.4459,0.5541,-0.0361,0.0361,-0.1395,-0.0027,110,-145,PASS,below_min_edge
676664,"Sears, JP",3.903,4.0,3.5,18,default,Preview,2.978,early,0.5538,0.4462,0.6296,0.4348,0.5915,0.4085,-0.0377,0.0377,-0.1204,0.0262,-170,130,PASS,below_min_edge
605400,"Nola, Aaron",4.312,4.5,4.5,19,default,Preview,2.68,early,0.472,0.528,0.5455,0.5238,0.5101,0.4899,-0.0381,0.0381,-0.1346,0.0079,-120,-110,PASS,below_min_edge
693433,"Woo, Bryan",4.871,5.0,5.5,20,default,Preview,2.76,early,0.4099,0.5901,0.5,0.5652,0.4694,0.5306,-0.0595,0.0595,-0.1803,0.0441,100,-130,PASS,below_min_ev(4%)
665871,"Assad, Javier",3.558,3.5,3.5,18,lineup,Preview,2.33,early,0.5099,0.4901,0.6154,0.4545,0.5752,0.4248,-0.0652,0.0652,-0.1714,0.0782,-160,120,PASS,below_min_ev(8%)
695611,"Jump, Gage",4.204,4.0,4.5,19,default,Preview,2.739,early,0.457,0.543,0.5745,0.4878,0.5408,0.4592,-0.0838,0.0838,-0.2045,0.1132,-135,105,PASS,below_min_ev(11%)
624133,"Suarez, Ranger",4.445,4.5,4.5,20,lineup,Preview,2.33,early,0.4906,0.5094,0.6154,0.4545,0.5752,0.4248,-0.0846,0.0846,-0.2028,0.1207,-160,120,PASS,below_min_ev(12%)
675660,"Drohan, Shane",4.626,4.5,4.5,19,default,Preview,2.722,early,0.5185,0.4815,0.6491,0.4167,0.6091,0.3909,-0.0906,0.0906,-0.2013,0.1557,-185,140,UNDER,
660271,"Ohtani, Shohei",5.164,5.0,6.5,20,default,Preview,2.978,early,0.3269,0.6731,0.4878,0.5745,0.4592,0.5408,-0.1324,0.1324,-0.3299,0.1718,105,-135,PASS,fair_book_gap(1.3)
676440,"Bibee, Tanner",4.358,4.5,4.5,20,lineup,Preview,2.451,early,0.4769,0.5231,0.6552,0.4082,0.6161,0.3839,-0.1392,0.1392,-0.2721,0.2816,-190,145,PASS,ev_cap(28%)
702056,"Yesavage, Trey",4.588,4.5,5.5,20,default,Preview,2.68,early,0.3668,0.6332,0.5556,0.5122,0.5203,0.4797,-0.1535,0.1535,-0.3397,0.2362,-125,-105,PASS,ev_cap(24%)
657746,"Ryan, Joe",4.683,4.5,5.5,19,default,Preview,2.844,early,0.387,0.613,0.5745,0.4878,0.5408,0.4592,-0.1538,0.1538,-0.3264,0.2567,-135,105,PASS,ev_cap(26%)
677960,"Weathers, Ryan",4.445,4.5,5.5,19,default,Preview,2.844,early,0.3554,0.6446,0.5455,0.5238,0.5101,0.4899,-0.1548,0.1548,-0.3485,0.2307,-120,-110,PASS,ev_cap(23%)
677952,"Ashcraft, Braxton",4.784,5.0,5.5,20,default,Preview,2.739,early,0.3969,0.6031,0.5918,0.4762,0.5541,0.4459,-0.1573,0.1573,-0.3294,0.2666,-145,110,PASS,ev_cap(27%)
667755,"Soriano, José",4.528,4.5,6.5,19,default,Preview,2.923,early,0.25,0.75,0.5,0.5652,0.4694,0.5306,-0.2194,0.2194,-0.5001,0.327,100,-130,PASS,ev_cap(33%)
594798,"deGrom, Jacob",5.144,5.0,6.5,20,lineup,Live,2.435,early,0.2888,0.7112,0.5745,0.4878,0.5408,0.4592,-0.252,0.252,-0.4973,0.458,-135,105,PASS,ev_cap(46%)
690997,"McLean, Nolan",4.225,4.0,5.5,19,lineup,Preview,2.611,early,0.3126,0.6874,0.6154,0.4545,0.5752,0.4248,-0.2625,0.2625,-0.492,0.5122,-160,120,PASS,ev_cap(51%)
669373,"Skubal, Tarik",4.839,5.0,6.5,19,default,Preview,2.767,early,0.2741,0.7259,0.6,0.4651,0.5633,0.4367,-0.2892,0.2892,-0.5431,0.5606,-150,115,PASS,ev_cap(56%)
