player_id,player_name,fair_k,fair_k_line,book_line,batters_faced,lineup_source,game_status,k_sigma,run_mode,model_p_over,model_p_under,implied_p_over,implied_p_under,no_vig_p_over,no_vig_p_under,edge_over,edge_under,ev_over,ev_under,over_odds,under_odds,pick,pass_reason
675512,"Melton, Troy",4.444,4.5,4.5,20,lineup,Live,2.527,confirmed,0.4912,0.5088,0.4651,0.6,0.4367,0.5633,0.0545,-0.0545,0.056,-0.1519,115,-150,PASS,game_started
700241,"McGreevy, Michael",3.447,3.5,2.5,19,lineup,Preview,2.342,confirmed,0.657,0.343,0.6491,0.4167,0.6091,0.3909,0.0479,-0.0479,0.0121,-0.1768,-185,140,PASS,below_min_edge
668678,"Gallen, Zac",3.892,4.0,3.5,20,lineup,Preview,2.296,confirmed,0.5678,0.4322,0.5556,0.5122,0.5203,0.4797,0.0475,-0.0475,0.022,-0.1561,-125,-105,PASS,below_min_edge
669022,"Gore, MacKenzie",4.597,4.5,4.5,20,lineup,Live,2.417,confirmed,0.516,0.484,0.6,0.4651,0.5633,0.4367,-0.0473,0.0473,-0.14,0.0406,-150,115,PASS,game_started
605488,"Springs, Jeffrey",4.113,4.0,4.5,18,lineup,Final,2.538,confirmed,0.4394,0.5606,0.5455,0.5238,0.5101,0.4899,-0.0707,0.0707,-0.1944,0.0702,-120,-110,PASS,game_started
607625,"Lugo, Seth",3.529,3.5,4.5,18,lineup,Final,2.691,confirmed,0.3591,0.6409,0.4762,0.5918,0.4459,0.5541,-0.0868,0.0868,-0.2459,0.0829,110,-145,PASS,game_started
837227,"Imai, Tatsuya",4.465,4.5,5.5,18,lineup,Live,3.035,confirmed,0.3666,0.6334,0.4878,0.5745,0.4592,0.5408,-0.0927,0.0927,-0.2486,0.1027,105,-135,PASS,game_started
696149,"Chandler, Bubba",4.313,4.5,4.5,19,lineup,Final,2.417,confirmed,0.4692,0.5308,0.6,0.4651,0.5633,0.4367,-0.0942,0.0942,-0.2181,0.1413,-150,115,PASS,game_started
813349,"Early, Connelly",4.718,4.5,5.5,20,lineup,Live,2.417,confirmed,0.3731,0.6269,0.5,0.5652,0.4694,0.5306,-0.0963,0.0963,-0.2538,0.1091,100,-130,PASS,game_started
642547,"Peralta, Freddy",4.323,4.5,5.5,19,lineup,Live,2.645,confirmed,0.3281,0.6719,0.4762,0.5918,0.4459,0.5541,-0.1177,0.1177,-0.3109,0.1352,110,-145,PASS,game_started
676917,"Cavalli, Cade",3.993,4.0,4.5,18,lineup,Live,2.494,confirmed,0.4195,0.5805,0.6154,0.4545,0.5752,0.4248,-0.1557,0.1557,-0.3184,0.2772,-160,120,PASS,game_started
693645,"Schlittler, Cam",4.884,5.0,6.5,20,lineup,Live,2.553,confirmed,0.2634,0.7366,0.5,0.5652,0.4694,0.5306,-0.206,0.206,-0.4733,0.3033,100,-130,PASS,game_started
682243,"Miller, Bryce",3.932,4.0,5.5,18,lineup,Final,2.653,confirmed,0.2772,0.7228,0.5455,0.5238,0.5101,0.4899,-0.2329,0.2329,-0.4918,0.3798,-120,-110,PASS,game_started
650911,"Sánchez, Cristopher",4.624,4.5,6.5,20,lineup,Live,2.33,confirmed,0.2104,0.7896,0.4762,0.5918,0.4459,0.5541,-0.2355,0.2355,-0.5582,0.3342,110,-145,PASS,game_started
592332,"Gausman, Kevin",4.171,4.0,5.5,18,lineup,Live,2.531,confirmed,0.2998,0.7002,0.5745,0.4878,0.5408,0.4592,-0.241,0.241,-0.4782,0.4355,-135,105,PASS,game_started
694738,"Roupp, Landen",4.331,4.5,6.5,19,lineup,Final,2.451,confirmed,0.1881,0.8119,0.4762,0.5918,0.4459,0.5541,-0.2577,0.2577,-0.6049,0.3718,110,-145,PASS,game_started
