player_id,player_name,fair_k,fair_k_line,book_line,batters_faced,lineup_source,game_status,game_start,k_sigma,run_mode,model_p_over,model_p_under,implied_p_over,implied_p_under,no_vig_p_over,no_vig_p_under,edge_over,edge_under,ev_over,ev_under,over_odds,under_odds,pick,pass_reason
663554,"Mize, Casey",4.238,4.0,5.5,18,lineup,Live,2026-06-29T23:05:00Z,2.695,confirmed,0.3198,0.6802,0.4878,0.5745,0.4592,0.5408,-0.1394,0.1394,-0.3444,0.184,105,-135,PASS,game_started
663567,"Lambert, Peter",4.069,4.0,4.5,19,lineup,Preview,2026-06-30T00:10:00Z,2.296,confirmed,0.4256,0.5744,0.6154,0.4545,0.5752,0.4248,-0.1496,0.1496,-0.3085,0.2638,-160,120,UNDER,
624133,"Suarez, Ranger",4.423,4.5,5.5,20,lineup,Live,2026-06-29T23:10:00Z,2.417,confirmed,0.3279,0.6721,0.5122,0.5556,0.4797,0.5203,-0.1518,0.1518,-0.3598,0.2098,-105,-125,PASS,game_started
688107,"Gasser, Robert",4.457,4.5,5.5,19,lineup,Live,2026-06-29T23:40:00Z,2.451,confirmed,0.3352,0.6648,0.5238,0.5455,0.4899,0.5101,-0.1546,0.1546,-0.36,0.2187,-110,-120,PASS,game_started
680732,"Burke, Sean",4.43,4.5,5.5,19,lineup,Live,2026-06-29T22:35:00Z,2.462,confirmed,0.3319,0.6681,0.5455,0.5238,0.5101,0.4899,-0.1782,0.1782,-0.3915,0.2755,-120,-110,PASS,game_started
605400,"Nola, Aaron",4.436,4.5,5.5,19,lineup,Live,2026-06-29T22:40:00Z,2.372,confirmed,0.3269,0.6731,0.5455,0.5238,0.5101,0.4899,-0.1832,0.1832,-0.4007,0.285,-120,-110,PASS,game_started
684007,"Imanaga, Shota",3.815,4.0,4.5,18,lineup,Preview,2026-06-30T00:05:00Z,2.372,confirmed,0.3864,0.6136,0.6154,0.4545,0.5752,0.4248,-0.1888,0.1888,-0.3721,0.35,-160,120,UNDER,
695611,"Jump, Gage",3.919,4.0,4.5,18,lineup,Preview,2026-06-30T01:40:00Z,2.49,confirmed,0.4078,0.5922,0.6429,0.4255,0.6017,0.3983,-0.194,0.194,-0.3657,0.3918,-180,135,PASS,ev_cap(39%)
702056,"Yesavage, Trey",4.58,4.5,5.5,20,lineup,Live,2026-06-29T23:07:00Z,2.296,confirmed,0.3443,0.6557,0.5745,0.4878,0.5408,0.4592,-0.1965,0.1965,-0.4006,0.3441,-135,105,PASS,game_started
677952,"Ashcraft, Braxton",4.739,4.5,6.5,19,lineup,Live,2026-06-29T22:40:00Z,2.372,confirmed,0.2289,0.7711,0.4651,0.6,0.4367,0.5633,-0.2077,0.2077,-0.5078,0.2851,115,-150,PASS,game_started
800048,"Messick, Parker",4.735,4.5,6.5,20,lineup,Live,2026-06-29T23:10:00Z,2.342,confirmed,0.2256,0.7744,0.4651,0.6,0.4367,0.5633,-0.2111,0.2111,-0.515,0.2907,115,-150,PASS,game_started
669923,"Kirby, George",5.047,5.0,6.5,21,lineup,Preview,2026-06-30T01:40:00Z,2.342,confirmed,0.2675,0.7325,0.5122,0.5556,0.4797,0.5203,-0.2122,0.2122,-0.4777,0.3185,-105,-125,UNDER,
677960,"Weathers, Ryan",4.696,4.5,6.5,19,lineup,Live,2026-06-29T23:05:00Z,2.494,confirmed,0.2348,0.7652,0.4878,0.5745,0.4592,0.5408,-0.2244,0.2244,-0.5187,0.3321,105,-135,PASS,game_started
