player_id,player_name,fair_k,fair_k_line,book_line,batters_faced,lineup_source,game_status,k_sigma,run_mode,model_p_over,model_p_under,implied_p_over,implied_p_under,no_vig_p_over,no_vig_p_under,edge_over,edge_under,ev_over,ev_under,over_odds,under_odds,pick,pass_reason
607536,"Freeland, Kyle",4.084,4.0,4.5,20,lineup,Final,2.462,confirmed,0.4329,0.5671,0.4167,0.6491,0.3909,0.6091,0.042,-0.042,0.039,-0.1264,140,-185,PASS,game_started
681347,"Burrows, Mike",4.282,4.5,3.5,20,lineup,Live,2.33,confirmed,0.6314,0.3686,0.6296,0.4348,0.5915,0.4085,0.0399,-0.0399,0.0028,-0.1523,-170,130,PASS,game_started
669461,"Liberatore, Matthew",3.061,3.0,3.5,18,lineup,Live,2.573,confirmed,0.4323,0.5677,0.4444,0.6226,0.4165,0.5835,0.0158,-0.0158,-0.0274,-0.0882,125,-165,PASS,game_started
691587,"Pérez, Eury",4.562,4.5,4.5,18,lineup,Final,2.573,confirmed,0.5096,0.4904,0.5556,0.5122,0.5203,0.4797,-0.0107,0.0107,-0.0827,-0.0426,-125,-105,PASS,game_started
641816,"Mahle, Tyler",4.049,4.0,4.5,19,lineup,Preview,2.417,confirmed,0.426,0.574,0.4878,0.5745,0.4592,0.5408,-0.0332,0.0332,-0.1268,-0.0008,105,-135,PASS,below_min_edge
702070,"Cameron, Noah",3.92,4.0,4.5,19,lineup,Live,2.531,confirmed,0.4094,0.5906,0.4762,0.5918,0.4459,0.5541,-0.0365,0.0365,-0.1403,-0.002,110,-145,PASS,game_started
675660,"Drohan, Shane",4.916,5.0,4.5,19,lineup,Live,2.372,confirmed,0.5696,0.4304,0.6491,0.4167,0.6091,0.3909,-0.0395,0.0395,-0.1225,0.033,-185,140,PASS,game_started
695076,"Lowder, Rhett",3.791,4.0,4.5,18,lineup,Live,2.666,confirmed,0.3951,0.6049,0.4651,0.6,0.4367,0.5633,-0.0416,0.0416,-0.1505,0.0081,115,-150,PASS,game_started
643377,"Jax, Griffin",4.737,4.5,4.5,18,lineup,Live,2.372,confirmed,0.5398,0.4602,0.6226,0.4444,0.5835,0.4165,-0.0437,0.0437,-0.1331,0.0355,-165,125,PASS,game_started
676664,"Sears, JP",3.808,4.0,3.5,18,lineup,Preview,2.628,confirmed,0.5466,0.4534,0.6296,0.4348,0.5915,0.4085,-0.0449,0.0449,-0.1318,0.0427,-170,130,PASS,below_min_edge
624133,"Suarez, Ranger",4.595,4.5,4.5,20,lineup,Final,2.33,confirmed,0.5163,0.4837,0.6154,0.4545,0.5752,0.4248,-0.0589,0.0589,-0.1611,0.0642,-160,120,PASS,game_started
665871,"Assad, Javier",3.53,3.5,3.5,18,lineup,Final,2.33,confirmed,0.5051,0.4949,0.6154,0.4545,0.5752,0.4248,-0.07,0.07,-0.1792,0.0887,-160,120,PASS,game_started
640455,"Manaea, Sean",4.212,4.0,5.5,18,lineup,Live,2.967,confirmed,0.3321,0.6679,0.4545,0.6154,0.4248,0.5752,-0.0927,0.0927,-0.2694,0.0853,120,-160,PASS,game_started
605400,"Nola, Aaron",3.985,4.0,4.5,19,lineup,Live,2.33,confirmed,0.4125,0.5875,0.5455,0.5238,0.5101,0.4899,-0.0976,0.0976,-0.2437,0.1215,-120,-110,PASS,game_started
527048,"Pérez, Martín",3.491,3.5,4.5,18,lineup,Preview,2.481,confirmed,0.3421,0.6579,0.4762,0.5918,0.4459,0.5541,-0.1037,0.1037,-0.2816,0.1116,110,-145,PASS,below_min_ev(11%)
695611,"Jump, Gage",4.419,4.5,5.5,19,lineup,Preview,2.389,confirmed,0.3254,0.6746,0.4651,0.6,0.4367,0.5633,-0.1113,0.1113,-0.3003,0.1243,115,-150,PASS,below_min_ev(12%)
693433,"Woo, Bryan",4.584,4.5,5.5,20,lineup,Live,2.41,confirmed,0.3519,0.6481,0.5,0.5652,0.4694,0.5306,-0.1174,0.1174,-0.2961,0.1466,100,-130,PASS,game_started
677952,"Ashcraft, Braxton",5.122,5.0,5.5,20,lineup,Live,2.389,confirmed,0.4371,0.5629,0.6154,0.4545,0.5752,0.4248,-0.138,0.138,-0.2897,0.2383,-160,120,PASS,game_started
677960,"Weathers, Ryan",4.538,4.5,5.5,19,lineup,Live,2.494,confirmed,0.3499,0.6501,0.5238,0.5455,0.4899,0.5101,-0.14,0.14,-0.3321,0.1919,-110,-120,PASS,game_started
660271,"Ohtani, Shohei",5.083,5.0,6.5,20,lineup,Live,2.628,confirmed,0.2949,0.7051,0.4651,0.6,0.4367,0.5633,-0.1418,0.1418,-0.366,0.1752,115,-150,PASS,game_started
676440,"Bibee, Tanner",4.139,4.0,4.5,20,lineup,Live,2.451,confirmed,0.4415,0.5585,0.6552,0.4082,0.6161,0.3839,-0.1747,0.1747,-0.3262,0.3684,-190,145,PASS,game_started
702056,"Yesavage, Trey",4.517,4.5,5.5,20,lineup,Live,2.33,confirmed,0.3366,0.6634,0.5652,0.5,0.5306,0.4694,-0.1941,0.1941,-0.4046,0.3269,-130,100,PASS,game_started
684007,"Imanaga, Shota",4.063,4.0,5.5,18,lineup,Live,2.451,confirmed,0.2789,0.7211,0.5349,0.5349,0.5,0.5,-0.2211,0.2211,-0.4786,0.3482,-115,-115,PASS,game_started
657746,"Ryan, Joe",4.52,4.5,5.5,19,lineup,Live,2.494,confirmed,0.3472,0.6528,0.6226,0.4444,0.5835,0.4165,-0.2363,0.2363,-0.4424,0.4688,-165,125,PASS,game_started
667755,"Soriano, José",4.574,4.5,6.5,19,lineup,Final,2.573,confirmed,0.2271,0.7729,0.5122,0.5556,0.4797,0.5203,-0.2526,0.2526,-0.5566,0.3912,-105,-125,PASS,game_started
690997,"McLean, Nolan",4.144,4.0,5.5,19,lineup,Final,2.611,confirmed,0.3017,0.6983,0.6154,0.4545,0.5752,0.4248,-0.2734,0.2734,-0.5097,0.5362,-160,120,PASS,game_started
594798,"deGrom, Jacob",4.929,5.0,6.5,20,lineup,Final,2.435,confirmed,0.2594,0.7406,0.5745,0.4878,0.5408,0.4592,-0.2814,0.2814,-0.5485,0.5183,-135,105,PASS,game_started
669373,"Skubal, Tarik",4.739,4.5,6.5,19,lineup,Live,2.417,confirmed,0.2331,0.7669,0.6226,0.4444,0.5835,0.4165,-0.3504,0.3504,-0.6257,0.7256,-165,125,PASS,game_started
